vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,leg_3_LENGTH,leg_2_LENGTH,arm_1_LENGTH,arm_4_LENGTH,leg_4_LENGTH,arm_2_LENGTH,leg_1_LENGTH,arm_3_LENGTH,prop_3_DIAMETER,prop_4_DIAMETER,prop_2_DIAMETER,prop_1_DIAMETER
quad,15666.328552659717,24352.91883046306,19964.878981677222,23.67969471316211,7.809154672705625,16.034335406948053,-9.850423898601797,133.81688941982003,79.53584328821498,196.92852412027213,152.7358427226841,135.44128252565525,98.62489161842292,226.99582037218113,63.97273564721159,424.0785393877672,107.86992747192625,273.85314810617734
quad,15221.792207391916,24616.901573880066,20270.182878247113,28.4853808522855,13.47230131664864,17.204268908706755,-22.743955070102878,142.75569443394343,86.3616249435786,215.9106446085001,140.69156367556394,122.99568283111974,111.79380664385943,239.4589722822001,72.08716377598932,435.0594548923755,118.93210284819295,288.2095340939197
quad,15164.809934952467,24510.821873483117,20203.043425200758,31.26844258128411,17.737634229232167,20.176859820132538,-33.13462438795684,158.0121412037007,85.46674281570758,229.13522176113707,144.3295601981072,121.19893661033782,117.01810218381529,223.19252993697893,84.69811547723889,438.1156803189789,111.0543873311651,297.2387458439577
quad,15574.380127474375,25192.573811529768,20185.180661974802,26.289159902391194,12.215902194840004,21.872996094415956,-18.055465880037417,171.26649545232883,90.41999347595784,222.90199821348975,162.71675289579076,119.60154859293988,99.52789778551332,224.37372325444744,85.28912766808489,452.5347923219837,123.6628975585226,304.1742143384538
quad,15605.732473597418,25079.30158191592,20209.020345922876,29.104370361378525,7.786943936237631,22.10008186672202,-15.218251642755034,160.93131085641002,94.98158365498429,227.8566042805979,175.92378321084058,104.80244724402263,99.2253098452697,231.56126532045724,75.36745824974412,469.85728252118196,136.88527326821242,291.33957916036803
quad,15478.87159108362,25023.3127046844,20713.83970904802,27.674856077699012,3.8143014757725147,18.228685755368957,-11.952967506902079,148.1947004935121,93.04257598960285,243.3288830679143,165.68750143080894,116.11867204384767,84.79126980353152,249.50379344835494,76.7901531118687,484.78370942683205,131.80114799731408,287.50593858599893
quad,14846.579595536452,24525.32487056754,20255.43886187284,31.502324763058166,6.0574094584565294,17.969009035909394,-31.02639421334667,144.59876065871518,73.94305204933008,242.99704390380458,167.54145604151566,112.83872777382211,73.16400770675254,233.53591577798844,63.4136218491716,494.1212773755668,132.13762698341756,300.2253787983248
quad,15178.125282118575,24318.495662133813,20386.88078532638,22.192653821878196,5.974056267815487,17.725333353781686,-30.38164237296332,160.1201111594269,93.71438658527964,223.0212186058888,156.8507799617446,113.12720288518145,67.2933496575272,244.87478579614822,57.0869866266131,502.75867099898295,117.61156801595203,306.4077434408862
quad,15351.165348405171,25246.446388213677,20903.76192549646,25.436103236656663,7.928507621804843,21.809425266144917,-29.735294842386306,177.57086286836375,105.42965183246173,236.2082196198336,171.70612394326338,122.60985292343234,61.719938145779274,254.00613402899538,48.49489338543393,486.6199087648166,127.09914888231938,302.95257264610234
quad,15629.204816068737,25145.784941964168,21112.508327420965,23.247095742506065,-0.15588451163751105,20.48760362349253,-16.210263365906286,159.49439270626846,118.07345405306677,220.273545395811,187.30172737106207,132.49306422790704,48.5421771773233,265.10426398410834,46.760433364035016,506.0398477380572,142.0318082338654,297.5961763655243
quad,15482.422131414645,24827.920038624143,21283.3208913992,23.94506505226956,0.8226806481880443,16.815010244744034,-17.218812668285693,140.2502981815908,107.82426900131637,222.6291296445025,172.95255359136314,148.08998657338776,58.95768165232558,271.9348807097798,50.461876771244434,509.63804892213403,144.30787700397946,315.4782752955491
quad,15445.649719789659,24590.41919850782,21419.933347090755,22.29955403316735,-1.7145695936537655,13.964893905619098,-29.241646486306593,124.03518269472332,99.04471791062491,229.82497631716737,166.8695554617327,152.2432069688483,51.098002331682885,281.122035806337,31.767341451404075,514.6244387303502,134.3665965890719,324.15569907443864
quad,15441.78620879889,24622.798358739925,21729.893803581635,20.74299687336719,-2.4327290168204345,13.595342287266257,-10.504282313817168,129.30437010666662,101.86690920933195,243.18339391574276,164.41162274864877,166.43289162325866,36.59004862876156,276.8074555146551,23.95860656351766,529.1856967094607,124.6526893704103,333.8835293912703
quad,15239.748806847067,24480.893329805385,21751.64414712635,19.701979421931544,-1.9093501445694552,11.713691470447284,3.684557342670793,127.01910818464378,108.55198132593844,247.42742952566326,151.14045775544886,169.10278831617725,31.995503887614035,265.104810881134,12.21774139586062,517.410952847314,111.70128039571601,347.75876742914016
quad,15629.035071147595,24827.852979058633,21917.100512127516,18.38482593916605,-3.132015463568082,13.663448480745565,16.184356338101686,129.0440693485963,89.81781095021194,246.95807942374242,166.35703357597265,184.2056271373267,32.971068262941124,282.75711232808874,30.676050143943975,525.4832845189338,115.01416582267454,352.5343194523073
quad,14865.519536598185,24454.322388546323,22025.38422483375,17.842480272172356,-12.482536759355204,9.714512781239247,22.65929797280696,122.99346321801046,104.36634153999793,258.75613490903277,149.27184981240762,165.60880107157666,17.773140456526797,284.4642666239749,11.177581046036309,519.0654158885874,117.30207262553517,342.09531676363616
quad,15015.345072791823,24584.920849788385,21735.762565465957,22.63654630464189,-2.8500713248788645,10.422133224528553,21.17526136932286,119.80173063574307,95.06157670783959,262.5516690214076,145.30190659369603,158.62434034271942,35.19008587313312,272.40518683511357,19.1933661119574,499.8478488479582,131.9807521354675,343.4743640704049
quad,15099.183239620423,24291.078160349498,21574.38350746613,20.50922142248448,-7.291531372926054,9.798373912588247,26.787732809516307,102.00129400219114,100.13675421510051,248.57408657396553,152.08105755905376,170.31126336318795,30.8286711815714,256.1951999704352,17.487593968174327,519.1942920953843,136.03886091463067,336.4176999782191
quad,14968.889564379147,24228.49817192013,21682.874715098173,12.54111919434003,-9.698061439295806,8.586036285735116,32.67269922136711,101.99129048589457,99.32434207425645,234.77038846288343,143.43959237992527,180.58013175583233,27.245939580903993,269.72605924780976,-2.4465553106031273,506.78067545905895,120.67298332062994,317.09873794649064
quad,15242.608709413156,24201.2881663075,21560.859446062506,12.716752720869232,-10.625720290701985,8.9411450227631,42.291820623495,94.78750000395885,104.16441397501947,220.523652952229,147.74360179861944,178.26453272469658,19.127380908313754,271.2254233786415,0.5428673526749535,486.8454654669052,112.9636145575773,300.06400359261596
quad,15149.53121524754,24363.808289978042,21536.088002671077,14.838094064430127,-6.813942850136215,10.711430328813556,23.33213726340184,112.67085275555186,94.97914333380807,234.68686878540285,155.52284312454586,183.94371192972883,14.70818300117906,258.3886826051432,-3.590688547479296,487.3597980415603,130.93681694366256,284.6675509601521
quad,15332.99299535421,24719.091370313276,21542.975920129535,17.318904970210866,-4.5386569904565,11.53340297530124,33.796243363447815,124.61836977794684,111.30032335476596,249.40080223587353,147.6115201090052,167.65557373588138,29.90649545569746,244.14843983725854,-1.2341574900505456,490.5395579994215,132.24507989454156,295.00497157309195
quad,15109.067948588267,24189.086868676666,21029.784597019752,16.089854180594998,-5.028901392779899,10.967478751954642,34.201684223370215,122.31155242988491,96.11332774776281,244.05450605700472,144.89125719282498,159.64799764117143,27.29845949176128,229.36820747813638,12.706082371288328,490.1368551351043,118.22799890092938,278.56690285531323
quad,15518.914498637532,23623.579028396052,21092.349953077064,15.473701702640664,-0.32334255932948075,12.497076651764933,24.633286626381654,139.79418153684503,90.52254063725866,253.94381859023406,130.6075041885191,176.81027160855407,37.59134950849564,213.11064572543472,4.229547958407805,493.97428113243,115.01068150421933,281.3033962777578
quad,14917.038859419077,23973.71383263015,20926.985926212685,21.295668342777205,-0.014829907694784747,10.693883796588441,9.16173872415348,120.07638718445453,103.1750665860948,237.8792107844933,145.19626354608317,159.3840602642569,41.016466103784005,220.22112054760936,-3.1593233319066556,510.3622058357612,97.9334890849497,266.0149212835305
quad,14721.92418443155,23770.004116989487,20554.43605353951,19.574070348849606,2.3608138763248703,11.08388743504878,-1.3015370646734556,127.40902824130056,85.08675745110448,224.5115060325945,141.67127028054128,144.93949111073314,43.105548715707336,234.5589634799941,-5.4875943628909365,491.9150593190177,109.11267271860879,277.16189453174445
quad,15014.867943331703,23871.73734750311,20531.64347024109,16.87874598369312,2.872179378283526,12.550305422782623,0.11604418961736274,143.71246717411637,71.6412769436217,244.36379336496384,139.76477119895986,154.81543245243853,39.338100167684885,215.2376085952002,-0.7485681584990331,483.46921277871735,90.84640080940495,269.59158137654254
quad,15336.861794120809,23300.540104987784,20649.274541095583,14.92037633399379,0.9797752160295187,11.16212287143733,-3.8287768709823387,139.51912055573135,76.17620486842401,255.86835611403558,132.9879203793144,168.57934094980885,34.14421639215265,196.4170453281853,-5.822611753016837,478.6710728944299,81.77709872740634,278.882272004658
quad,14815.526997712503,23738.814682151125,20514.36630390296,17.288321060654248,-0.006862663296581683,11.822618109915812,9.404323373078677,139.01346862085205,69.9472646801632,251.3650072961178,141.69985627452863,152.64566621677463,25.553132956479395,209.61553772025331,12.559880154038762,498.2114617294643,71.58913841813772,285.2961281565628
quad,14738.216200159193,23391.688771264427,20638.79722460797,12.166604504480544,-0.7071490940720287,11.667015872238881,10.037284128567382,139.77644737694843,73.88986421867652,236.46748566070167,141.379288031263,168.13165573707727,8.783557958836312,217.56818217632446,30.206014381314617,512.0123882370951,64.65858768261646,269.37396581858684
quad,14987.353185699092,24048.859899246203,20728.817305638495,8.828622763941917,-2.1638224278900795,15.804163641532796,14.48040856786968,157.83821178692855,89.52657985892854,225.82757231173895,158.6950155161798,173.17494503020808,-8.006811725305337,215.32598932382365,26.809356631428923,502.4329983839194,56.812701114124536,252.9762012084441
quad,14773.117987339814,23804.687983191554,20981.064042724825,3.580848454172772,-6.023566506149782,14.333338095221333,23.900257891173716,147.72295040450211,88.77156758827032,220.56678909795747,152.07840620505647,190.4490833144913,-22.545518299015658,225.5222597549618,43.09046336865646,509.23252474428307,59.02214970389736,263.47579606325417
quad,14992.77677880572,23719.193549952644,21106.884481123,1.6722103137828948,-6.828461647893329,16.13928892566304,18.935980930784908,152.381019923597,104.10307163499664,201.08539739484672,161.323695803858,206.8382478842406,-33.039967882030155,224.09960366771116,23.82048695516698,506.15070853240263,50.66567606820187,272.27754456760516
quad,14925.341015760665,23591.421007411773,21275.79355842791,4.091198973986061,-4.5103120469109275,18.171175469217907,-0.8496756401065113,157.49515070298273,99.9972576027379,210.991774068962,172.50503706124914,225.27277514615133,-34.900941809579045,214.10280139140207,11.619969225476382,508.7873515783577,31.633867860426424,273.68917934677773
quad,14736.519049484245,23440.5087216087,21070.17821056897,-1.0098398983913313,-4.858765719809124,15.96831629914985,7.246383650298906,148.4505719264019,88.76319513817269,204.37340818313385,161.5150106524138,243.37925869857833,-42.25492493139865,196.51610880110178,9.108618174206326,492.72342506176875,49.34602262234714,276.10780662967466
quad,14249.957313641984,23076.991627922154,20797.711764607502,-5.006233772099369,-9.428762225893093,13.63880493429017,16.760556907825382,131.71567183038297,104.36660664772964,216.42152645948488,148.26705910110607,258.4241397519512,-61.63134205260718,196.1038730696565,28.415411444369255,505.0652108382481,44.91820968954889,260.40207813296297
quad,15408.147228402551,23702.293280078728,20906.53382734267,4.205838568178102,0.6759165784580873,13.590935923570665,14.558893847461153,136.11250199099018,92.95504836346558,229.95716674476424,158.9836704554365,272.2375590222638,-60.08449778570868,187.52974110172798,28.082467426368535,490.1017675006787,64.22779512263634,266.74169232354814
